repo_name,loc,size_category,total_smells,smell_density,hyperparameters_not_explicitly_set,gradients_not_cleared_before_backward_propagation,columns_and_datatype_not_explicitly_set,in_place_apis_misused,Chain_Indexing,matrix_multiplication_api_misused,pytorch_call_method_misused,dataframe_conversion_api_misused,nan_equivalence_comparison_misused,unnecessary_iteration,merge_api_parameter_not_explicitly_set,memory_not_freed,empty_column_misinitialization,Broadcasting_Feature_Not_Used,deterministic_algorithm_option_not_used,tensor_array_not_used,domain
tensorflow/graphics,33411,large,3.0,0.08979078746520607,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,ML Frameworks / Libraries
tensorflow/model-analysis,49874,large,24.0,0.48121265589284995,0.0,0.0,18.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ML Frameworks / Libraries
tensorflow/models,379080,large,79.0,0.20839928247335657,20.0,1.0,35.0,12.0,4.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,0.0,1.0,ML Frameworks / Libraries
tensorflow/privacy,30114,large,21.0,0.6973500697350069,6.0,0.0,4.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ML Frameworks / Libraries
TheAlgorithms/Python,46108,large,53.0,1.149475145311009,1.0,0.0,2.0,4.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Domain-Specific Applications
thu-ml/tianshou,35503,large,5.0,0.14083316902796947,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reinforcement Learning
uber/ludwig,95376,large,308.0,3.22932393893642,2.0,0.0,184.0,26.0,70.0,0.0,6.0,11.0,7.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,Natural Language Processing
UKPLab/sentence-transformers,39022,large,19.0,0.4869048229204039,0.0,11.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural Language Processing
Unity-Technologies/ml-agents,27918,large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reinforcement Learning
vaexio/vaex,63938,large,125.0,1.95501892458319,10.0,0.0,11.0,81.0,14.0,7.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Data Science / Traditional ML
VertaAI/modeldb,111928,large,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps / Deployment
wandb/client,217482,large,83.0,0.38164077946680647,14.0,4.0,61.0,9.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reinforcement Learning
x4nth055/pythoncode-tutorials,41945,large,16.0,0.38145190129932055,5.0,0.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural Language Processing
XanaduAI/pennylane,350353,large,31.0,0.08848218796470987,3.0,8.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ML Frameworks / Libraries
XanaduAI/strawberryfields,31745,large,31.0,0.9765317372814616,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ML Frameworks / Libraries
Xilinx/brevitas,58300,large,11.0,0.18867924528301888,26.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ML Frameworks / Libraries
YosefLab/scVI,52441,large,163.0,3.1082549913235824,0.0,0.0,75.0,33.0,9.0,1.0,43.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Domain-Specific Applications
